iteration,train_loss,val_loss,acc,val_acc
0,2.320650815963745,2.303209367071747,0.1015625,0.1
100,2.339405460357666,1.8106828593904045,0.2303125,0.3102
200,1.6701173090934753,1.5898091534900058,0.3653125,0.3982
300,1.5403333437442779,1.6511859666010378,0.4275,0.385
400,1.3723596835136413,1.323266468609974,0.4989805520702635,0.5227
500,1.2560189199447631,1.2194257640534905,0.545,0.5536
600,1.1259059458971024,1.0570355061512844,0.59453125,0.626
700,1.0426093435287476,1.0483395362355907,0.6271875,0.6293
800,0.9657802039384842,1.0849016191093785,0.6600533249686323,0.6216
900,0.8980193674564362,1.0837486063598827,0.68140625,0.6518
1000,0.8588192284107208,1.0003510436434655,0.69921875,0.6704
1100,0.7987199717760086,0.8944621927039639,0.724140625,0.7094
1200,0.7614134788513184,0.8364712173581883,0.7347082810539524,0.7174
1300,0.694977867603302,0.7725171769500538,0.75875,0.7368
1400,0.6980438140034676,0.9811383068181907,0.75546875,0.6906
1500,0.6708001559972763,0.6999543711637995,0.766875,0.7498
1600,0.6371406605839729,0.6667941326548339,0.7807402760351317,0.7733
1700,0.6042717880010605,0.7120877526178482,0.795859375,0.7611
1800,0.5868942117691041,0.7115888542430416,0.796953125,0.7614
1900,0.5900149494409561,0.6781475921725012,0.79890625,0.7824
2000,0.5633113244175911,0.5797702477426286,0.8077164366373902,0.807
2100,0.5348266249895096,0.5588168586325494,0.81515625,0.814
2200,0.5435350924730301,0.561580388978788,0.815703125,0.8081
2300,0.5060998347401618,0.5525113236942109,0.8246875,0.8197
2400,0.5023860549926757,0.6339458511893157,0.8277132998745295,0.8036
2500,0.473140561580658,0.5382592015585322,0.836640625,0.8184
2600,0.4625855651497841,0.5376936208670307,0.841171875,0.825
2700,0.4769763082265854,0.549278376683308,0.835546875,0.8179
2800,0.4487983500957489,0.5791266418186722,0.8454360100376411,0.8099
2900,0.4350482800602913,0.5334895119355743,0.848125,0.8192
3000,0.42282978117465975,0.5933633082231898,0.85796875,0.8091
3100,0.44382545456290246,0.46856112199224487,0.846484375,0.8413
3200,0.4192583101987839,0.4885427350071585,0.8546110414052698,0.8337
3300,0.4114012071490288,0.4730136489412587,0.856328125,0.8448
3400,0.4003012627363205,0.47208185455981333,0.86328125,0.8364
3500,0.4005206282436848,0.5788386336937072,0.86171875,0.8142
3600,0.3945131875574589,0.5112904339649116,0.8643350062735258,0.837
3700,0.37730093866586684,0.4292753476435971,0.869140625,0.8572
3800,0.3681763193011284,0.4366067077513713,0.87359375,0.8551
3900,0.3797511142492294,0.4745719107283149,0.870234375,0.8393
4000,0.3343217021226883,0.5209613903692574,0.886370765370138,0.8366
4100,0.3460146117210388,0.48267533891140274,0.876796875,0.8419
4200,0.36724470645189283,0.4297325305972889,0.873359375,0.8586
4300,0.34756591930985453,0.4403542140676717,0.8797051442910916,0.8537
4400,0.3181005747616291,0.40949135449281926,0.890859375,0.8673
4500,0.33357828989624977,0.46062887512194883,0.882265625,0.8553
4600,0.33727970778942107,0.40940142902219373,0.88296875,0.8659
4700,0.32803603887557986,0.42055997684313234,0.8862923462986199,0.8635
4800,0.29630957886576653,0.4482861688941907,0.89765625,0.8639
4900,0.3186102657020092,0.45954768957605785,0.890390625,0.8532
5000,0.31060103327035904,0.48024654587742627,0.891640625,0.8488
5100,0.30663367211818693,0.4652157495166086,0.8892722710163111,0.8569
5200,0.2885319311916828,0.45959159912197456,0.90140625,0.8549
5300,0.3028965529799461,0.4205743848897849,0.894765625,0.8659
5400,0.29368881821632387,0.4429014469407926,0.898984375,0.8621
5500,0.2783423015475273,0.4195616783419992,0.9027603513174404,0.8702
5600,0.2829135671257973,0.4055137313475275,0.89984375,0.8718
5700,0.26185074701905253,0.4089438321579034,0.9084375,0.8729
5800,0.2856805071234703,0.39023738819512593,0.9009375,0.8725
5900,0.2590849617868662,0.4162278758112792,0.9120138017565872,0.8765
6000,0.2539683808386326,0.44586520390525747,0.91296875,0.8619
